DIP:18087E	DIP:10080N		SWP:P02920	PIR:GREC	GI:125941	DIP:10080N		SWP:P02920	PIR:GREC	GI:125941
DIP:18088E	DIP:9941N		SWP:P36540		GI:549555	DIP:10339N		SWP:P77310		GI:7387937
DIP:18089E	DIP:9940N		SWP:P36541		GI:2506543	DIP:10339N		SWP:P77310		GI:7387937
DIP:18090E	DIP:9940N		SWP:P36541		GI:2506543	DIP:9941N		SWP:P36540		GI:549555
DIP:18091E	DIP:9580N		SWP:P25528	PIR:JC1110	GI:119999	DIP:10043N		SWP:P39171		GI:2506181
DIP:18092E	DIP:1121N		SWP:Q16208			DIP:10043N		SWP:P39171		GI:2506181
DIP:18093E	DIP:9940N		SWP:P36541		GI:2506543	DIP:12048N		SWP:P36539		GI:2506511
DIP:18094E	DIP:9580N		SWP:P25528	PIR:JC1110	GI:119999	DIP:9940N		SWP:P36541		GI:2506543
DIP:18095E	DIP:11062N		SWP:P07604	PIR:RGECAY	GI:136600	DIP:11062N		SWP:P07604	PIR:RGECAY	GI:136600
DIP:18096E	DIP:9299N		SWP:P23875	PIR:JU0468	GI:125331	DIP:9299N		SWP:P23875	PIR:JU0468	GI:125331
DIP:18097E	DIP:9429N		SWP:P09743	PIR:A27854	GI:118446	DIP:9429N		SWP:P09743	PIR:A27854	GI:118446
DIP:18098E	DIP:10022N		SWP:P00510	PIR:XNECV	GI:124380	DIP:10022N		SWP:P00510	PIR:XNECV	GI:124380
DIP:18099E	DIP:9377N		SWP:P05796	PIR:XYECSA	GI:118135	DIP:9377N		SWP:P05796	PIR:XYECSA	GI:118135
DIP:18100E	DIP:10078N		SWP:P07464	PIR:XXECTG	GI:135739	DIP:10078N		SWP:P07464	PIR:XXECTG	GI:135739
DIP:18101E	DIP:10709N		SWP:P29015	PIR:S28526	GI:132564	DIP:10709N		SWP:P29015	PIR:S28526	GI:132564
DIP:18102E	DIP:9519N		SWP:P02933	PIR:MMECZB	GI:119394	DIP:9519N		SWP:P02933	PIR:MMECZB	GI:119394
DIP:18103E	DIP:9544N		SWP:P30854	PIR:JU0220	GI:399462	DIP:9545N		SWP:P30855		GI:2507377
DIP:18104E	DIP:9751N		SWP:P32064		GI:417043	DIP:9754N		SWP:P23483		GI:3915706
DIP:18105E	DIP:11041N		SWP:P03032	PIR:RPECW	GI:136369	DIP:11041N		SWP:P03032	PIR:RPECW	GI:136369
DIP:18106E	DIP:9777N		SWP:P06711	PIR:AJECQ	GI:417057	DIP:9777N		SWP:P06711	PIR:AJECQ	GI:417057
DIP:18107E	DIP:9423N		SWP:P09376			DIP:9423N		SWP:P09376		
DIP:18108E	DIP:9424N		SWP:P39099		GI:729710	DIP:9424N		SWP:P39099		GI:729710
DIP:18109E	DIP:6887N		SWP:P03017	PIR:RQECA	GI:132224	DIP:6887N		SWP:P03017	PIR:RQECA	GI:132224
DIP:18110E	DIP:10698N		SWP:P03002	PIR:TWECR	GI:132547	DIP:10698N		SWP:P03002	PIR:TWECR	GI:132547
DIP:18112E	DIP:10815N		SWP:P08577	PIR:BVECVB	GI:134124	DIP:10815N		SWP:P08577	PIR:BVECVB	GI:134124
DIP:18114E	DIP:10398N		SWP:P02931	PIR:MMECF	GI:129151	DIP:10398N		SWP:P02931	PIR:MMECF	GI:129151
DIP:18115E	DIP:10397N		SWP:P06996	PIR:MMECPC	GI:129146	DIP:10397N		SWP:P06996	PIR:MMECPC	GI:129146
DIP:18116E	DIP:10398N		SWP:P02931	PIR:MMECF	GI:129151	DIP:11006N		SWP:P19935		GI:730963
DIP:18117E	DIP:10498N		SWP:P02932	PIR:MMECPE	GI:130121	DIP:11006N		SWP:P19935		GI:730963
DIP:18118E	DIP:10397N		SWP:P06996	PIR:MMECPC	GI:129146	DIP:11006N		SWP:P19935		GI:730963
DIP:18119E	DIP:10082N		SWP:P02943	PIR:QRECL	GI:125964	DIP:11006N		SWP:P19935		GI:730963
DIP:18120E	DIP:10498N		SWP:P02932	PIR:MMECPE	GI:130121	DIP:10498N		SWP:P02932	PIR:MMECPE	GI:130121
DIP:18121E	DIP:10082N		SWP:P02943	PIR:QRECL	GI:125964	DIP:10082N		SWP:P02943	PIR:QRECL	GI:125964
DIP:18122E	DIP:10398N		SWP:P02931	PIR:MMECF	GI:129151	DIP:11005N		SWP:P19934	PIR:JV0057	GI:135978
DIP:18123E	DIP:11008N		SWP:P05828	PIR:BVECTQ	GI:135982	DIP:11009N		SWP:P05829	PIR:BVECTR	GI:135983
DIP:18124E	DIP:11009N		SWP:P05829	PIR:BVECTR	GI:135983	DIP:11009N		SWP:P05829	PIR:BVECTR	GI:135983
DIP:18125E	DIP:11005N		SWP:P19934	PIR:JV0057	GI:135978	DIP:11009N		SWP:P05829	PIR:BVECTR	GI:135983
DIP:18126E	DIP:11005N		SWP:P19934	PIR:JV0057	GI:135978	DIP:11008N		SWP:P05828	PIR:BVECTQ	GI:135982
DIP:18127E	DIP:9546N		SWP:P18783	PIR:BVECXB	GI:1706725	DIP:9546N		SWP:P18783	PIR:BVECXB	GI:1706725
DIP:18128E	DIP:9547N		SWP:P18784	PIR:BVECED	GI:119673	DIP:9547N		SWP:P18784	PIR:BVECED	GI:119673
DIP:18129E	DIP:9546N		SWP:P18783	PIR:BVECXB	GI:1706725	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18130E	DIP:9547N		SWP:P18784	PIR:BVECED	GI:119673	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18131E	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18132E	DIP:9232N		SWP:P06129	PIR:QRECBT	GI:416728	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18133E	DIP:9602N		SWP:P06971	PIR:QRECFE	GI:2507464	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18134E	DIP:9592N		SWP:P05825	PIR:QRECFC	GI:2507463	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18135E	DIP:9592N		SWP:P05825	PIR:QRECFC	GI:2507463	DIP:9592N		SWP:P05825	PIR:QRECFC	GI:2507463
DIP:18136E	DIP:10814N		SWP:P08576	PIR:BVECRV	GI:2507118	DIP:10814N		SWP:P08576	PIR:BVECRV	GI:2507118
DIP:18137E	DIP:10814N		SWP:P08576	PIR:BVECRV	GI:2507118	DIP:10815N		SWP:P08577	PIR:BVECVB	GI:134124
DIP:18138E	DIP:9455N		SWP:P03004	PIR:IQECDA	GI:399394	DIP:9456N		SWP:P03005	PIR:IQECDB	GI:118713
DIP:18139E	DIP:364N		SWP:P02339	PIR:DDEC	GI:7428646	DIP:10827N		SWP:P04995	PIR:NCECX1	GI:462029
DIP:18140E	DIP:364N		SWP:P02339	PIR:DDEC	GI:7428646	DIP:364N		SWP:P02339	PIR:DDEC	GI:7428646
DIP:18141E	DIP:9546N		SWP:P18783	PIR:BVECXB	GI:1706725	DIP:9547N		SWP:P18784	PIR:BVECED	GI:119673
DIP:18142E	DIP:10120N		SWP:P02937	PIR:LPECW	GI:127520	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18143E	DIP:10396N		SWP:P02934	PIR:MMECA	GI:129135	DIP:11010N		SWP:P94739	PIR:BVEC	GI:401196
DIP:18144E	DIP:9455N		SWP:P03004	PIR:IQECDA	GI:399394	DIP:16934N		SWP:P05833	PIR:BVECRA	GI:132351
DIP:18145E	DIP:1121N		SWP:Q16208			DIP:9455N		SWP:P03004	PIR:IQECDA	GI:399394
DIP:18146E	DIP:9456N		SWP:P03005	PIR:IQECDB	GI:118713	DIP:16935N		SWP:P07696	PIR:S07044	GI:139319
DIP:18147E	DIP:9457N		SWP:P07905	PIR:XMECNC	GI:118715	DIP:9457N		SWP:P07905	PIR:XMECNC	GI:118715
DIP:18148E	DIP:9456N		SWP:P03005	PIR:IQECDB	GI:118713	DIP:9459N		SWP:P02923	PIR:RYEC2	GI:130908
DIP:18149E	DIP:10696N		SWP:P24229		GI:132530	DIP:10727N		SWP:P21513	PIR:S27311	GI:3183553
DIP:18150E	DIP:10727N		SWP:P21513	PIR:S27311	GI:3183553	DIP:10727N		SWP:P21513	PIR:S27311	GI:3183553
DIP:18151E	DIP:6859N		SWP:P08324	PIR:NOEC	GI:1706655	DIP:10727N		SWP:P21513	PIR:S27311	GI:3183553
DIP:18152E	DIP:6859N		SWP:P08324	PIR:NOEC	GI:1706655	DIP:6859N		SWP:P08324	PIR:NOEC	GI:1706655
DIP:18153E	DIP:6142N		SWP:P04475	PIR:IQECDK	GI:118728	DIP:10727N		SWP:P21513	PIR:S27311	GI:3183553
DIP:18154E	DIP:10522N		SWP:P05055		GI:1172545	DIP:10696N		SWP:P24229		GI:132530
DIP:18155E	DIP:6859N		SWP:P08324	PIR:NOEC	GI:1706655	DIP:10522N		SWP:P05055		GI:1172545
DIP:18156E	DIP:6142N		SWP:P04475	PIR:IQECDK	GI:118728	DIP:10522N		SWP:P05055		GI:1172545
DIP:18157E	DIP:10631N		SWP:P28304	PIR:S45529	GI:131763	DIP:10631N		SWP:P28304	PIR:S45529	GI:131763
DIP:18158E	DIP:9046N		SWP:P02901	PIR:AYEC	GI:113198	DIP:9046N		SWP:P02901	PIR:AYEC	GI:113198
DIP:18159E	DIP:9583N		SWP:P13036	PIR:QRECFA	GI:729471	DIP:9589N		SWP:P23485	PIR:B37804	GI:119900
DIP:18160E	DIP:9588N		SWP:P23484	PIR:JV0111	GI:119899	DIP:9589N		SWP:P23485	PIR:B37804	GI:119900
DIP:18161E	DIP:10263N		SWP:P23867		GI:547924	DIP:10263N		SWP:P23867		GI:547924
DIP:18162E	DIP:12181N		SWP:P11666	PIR:QQEC4A	GI:140687	DIP:12181N		SWP:P11666	PIR:QQEC4A	GI:140687
DIP:18163E	DIP:9291N		SWP:P03815	PIR:D35905	GI:2506300	DIP:9291N		SWP:P03815	PIR:D35905	GI:2506300
DIP:18164E	DIP:9552N		SWP:P14926	PIR:SYECA1	GI:119783	DIP:9552N		SWP:P14926	PIR:SYECA1	GI:119783
DIP:18165E	DIP:10164N		SWP:P27245		GI:12644179	DIP:10164N		SWP:P27245		GI:12644179
DIP:18166E	DIP:10450N		SWP:P28225	PIR:B43261	GI:129736	DIP:10450N		SWP:P28225	PIR:B43261	GI:129736
DIP:18167E	DIP:12234N		SWP:P42589		GI:1176114	DIP:12234N		SWP:P42589		GI:1176114
DIP:18168E	DIP:10330N		SWP:P38489		GI:585554	DIP:10330N		SWP:P38489		GI:585554
DIP:18169E	DIP:10334N		SWP:P17117		GI:730007	DIP:10334N		SWP:P17117		GI:730007
DIP:18170E	DIP:10610N		SWP:P09028	PIR:DEECPE	GI:131627	DIP:10610N		SWP:P09028	PIR:DEECPE	GI:131627
DIP:18171E	DIP:10936N		SWP:P07016	PIR:XUECSD	GI:129043	DIP:10936N		SWP:P07016	PIR:XUECSD	GI:129043
DIP:18172E	DIP:10980N		SWP:P23911		GI:135612	DIP:10980N		SWP:P23911		GI:135612
